periodo,cod_provincia,provincia,cod_depto,departamento,titulares_activos,presentismo
2014-08-31,06,Buenos Aires,06270,Ezeiza,730,730
2014-08-31,06,Buenos Aires,06357,General Pueyrredón,1,1
2014-08-31,06,Buenos Aires,06329,General Las Heras,77,77
2014-08-31,06,Buenos Aires,06749,San Fernando,427,427
2014-08-31,06,Buenos Aires,06252,Escobar,754,754
2014-08-31,06,Buenos Aires,06568,Morón,735,735
2014-08-31,06,Buenos Aires,06560,Moreno,2936,2937
2014-08-31,06,Buenos Aires,06427,La Matanza,5301,5301
2014-08-31,06,Buenos Aires,06412,José C. Paz,1923,1923
2014-08-31,06,Buenos Aires,06364,General Rodríguez,414,414
2014-08-31,06,Buenos Aires,06410,Ituzaingó,506,506
2014-08-31,06,Buenos Aires,06760,San Miguel,1402,1402
2014-08-31,06,Buenos Aires,06371,General San Martín,1477,1477
2014-08-31,06,Buenos Aires,06658,Quilmes,2172,2172
2014-08-31,22,Chaco,22077,Libertad,19,19
2014-08-31,06,Buenos Aires,06434,Lanús,1482,1482
2014-08-31,46,La Rioja,46014,Capital,1171,1171
2014-08-31,06,Buenos Aires,06882,Zárate,296,296
2014-08-31,06,Buenos Aires,06532,Mercedes,139,139
2014-08-31,18,Corrientes,18021,Capital,3096,3096
2014-08-31,06,Buenos Aires,06441,La Plata,1245,1245
2014-08-31,30,Entre Ríos,30098,Uruguay,1,1
2014-08-31,30,Entre Ríos,30015,Concordia,1,1
2014-08-31,06,Buenos Aires,06497,Luján,245,245
2014-08-31,50,Mendoza,50098,San Martín,740,740
2014-08-31,70,San Juan,70028,Capital,215,215
2014-08-31,06,Buenos Aires,06539,Merlo,1375,1376
2014-08-31,54,Misiones,54028,Capital,1759,1759
2014-08-31,06,Buenos Aires,06490,Lomas de Zamora,2509,2509
2014-08-31,34,Formosa,34014,Formosa,1298,1298
2014-08-31,50,Mendoza,50007,Capital,624,624
2014-08-31,06,Buenos Aires,06638,Pilar,655,655
2014-08-31,90,Tucumán,90084,Capital,7217,7217
2014-08-31,70,San Juan,70042,Chimbas,660,660
2014-08-31,10,Catamarca,10049,Capital,1004,1004
2014-08-31,90,Tucumán,90063,Lules,974,974
2014-08-31,06,Buenos Aires,06840,Tres de Febrero,766,766
2014-08-31,54,Misiones,54042,Eldorado,594,594
2014-08-31,22,Chaco,22140,San Fernando,2392,2392
2014-08-31,06,Buenos Aires,06778,San Vicente,665,665
2014-08-31,90,Tucumán,90098,Tafí del Valle,1,1
2014-08-31,90,Tucumán,90007,Burruyacú,1,1
2014-08-31,30,Entre Ríos,30084,Paraná,1749,1749
2014-08-31,90,Tucumán,90105,Tafí Viejo,1901,1901
2014-08-31,66,Salta,66028,Capital,4591,4591
2014-08-31,74,San Luis,74056,Juan Martín Pueyrredón,1026,1026
2014-08-31,70,San Juan,70077,Rawson,828,828
2014-08-31,06,Buenos Aires,06805,Tigre,946,946
2014-08-31,90,Tucumán,90091,Simoca,1175,1175
2014-08-31,86,Santiago del Estero,86035,Banda,1,1
2014-08-31,70,San Juan,70098,Santa Lucía,190,190
2014-08-31,70,San Juan,70084,Rivadavia,209,209
2014-08-31,90,Tucumán,90014,Cruz Alta,2593,2593
2014-08-31,86,Santiago del Estero,86049,Capital,2669,2669
2014-09-30,06,Buenos Aires,06515,Malvinas Argentinas,1030,1030
2014-09-30,06,Buenos Aires,06252,Escobar,758,758
2014-09-30,06,Buenos Aires,06357,General Pueyrredón,1,1
2014-09-30,06,Buenos Aires,06260,Esteban Echeverría,1077,1077
2014-09-30,06,Buenos Aires,06098,Berisso,722,722
2014-09-30,06,Buenos Aires,06035,Avellaneda,1132,1132
2014-09-30,06,Buenos Aires,06028,Almirante Brown,1841,1841
2014-09-30,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",691,691
2014-09-30,06,Buenos Aires,06648,Presidente Perón,791,791
2014-09-30,06,Buenos Aires,06371,General San Martín,1502,1502
2014-09-30,06,Buenos Aires,06525,Marcos Paz,418,418
2014-09-30,06,Buenos Aires,06408,Hurlingham,636,636
2014-09-30,06,Buenos Aires,06274,Florencio Varela,3007,3007
2014-09-30,06,Buenos Aires,06126,Campana,197,197
2014-09-30,06,Buenos Aires,06270,Ezeiza,718,718
2014-09-30,06,Buenos Aires,06091,Berazategui,1763,1763
2014-09-30,18,Corrientes,18021,Capital,3096,3096
2014-09-30,06,Buenos Aires,06427,La Matanza,5468,5468
2014-09-30,06,Buenos Aires,06532,Mercedes,145,145
2014-09-30,06,Buenos Aires,06412,José C. Paz,1939,1939
2014-09-30,06,Buenos Aires,06364,General Rodríguez,556,556
2014-09-30,06,Buenos Aires,06134,Cañuelas,314,314
2014-09-30,06,Buenos Aires,06329,General Las Heras,78,78
2014-09-30,06,Buenos Aires,06245,Ensenada,358,358
2014-09-30,34,Formosa,34014,Formosa,1178,1178
2014-09-30,06,Buenos Aires,06441,La Plata,1300,1300
2014-09-30,06,Buenos Aires,06539,Merlo,1380,1380
2014-09-30,06,Buenos Aires,06434,Lanús,1506,1506
2014-09-30,06,Buenos Aires,06638,Pilar,666,666
2014-09-30,06,Buenos Aires,06410,Ituzaingó,510,510
2014-09-30,06,Buenos Aires,06560,Moreno,2960,2960
2014-09-30,06,Buenos Aires,06749,San Fernando,435,435
2014-09-30,70,San Juan,70042,Chimbas,606,606
2014-09-30,50,Mendoza,50098,San Martín,707,707
2014-09-30,10,Catamarca,10049,Capital,975,975
2014-09-30,06,Buenos Aires,06497,Luján,252,252
2014-09-30,06,Buenos Aires,06658,Quilmes,2184,2184
2014-09-30,06,Buenos Aires,06490,Lomas de Zamora,2527,2527
2014-09-30,06,Buenos Aires,06568,Morón,736,736
2014-09-30,06,Buenos Aires,06760,San Miguel,1402,1402
2014-09-30,90,Tucumán,90007,Burruyacú,1,1
2014-09-30,70,San Juan,70084,Rivadavia,200,200
2014-09-30,22,Chaco,22140,San Fernando,2316,2316
2014-09-30,06,Buenos Aires,06778,San Vicente,669,669
2014-09-30,22,Chaco,22077,Libertad,19,19
2014-09-30,06,Buenos Aires,06840,Tres de Febrero,721,721
2014-09-30,30,Entre Ríos,30084,Paraná,1564,1564
2014-09-30,06,Buenos Aires,06805,Tigre,953,953
2014-09-30,90,Tucumán,90105,Tafí Viejo,1901,1901
2014-09-30,90,Tucumán,90084,Capital,7223,7223
2014-09-30,70,San Juan,70028,Capital,191,191
2014-09-30,54,Misiones,54028,Capital,1763,1763
2014-09-30,30,Entre Ríos,30015,Concordia,1,1
2014-09-30,66,Salta,66028,Capital,4592,4592
2014-09-30,30,Entre Ríos,30098,Uruguay,1,1
2014-09-30,06,Buenos Aires,06882,Zárate,297,297
2014-09-30,74,San Luis,74056,Juan Martín Pueyrredón,994,994
2014-09-30,70,San Juan,70098,Santa Lucía,177,177
2014-09-30,70,San Juan,70077,Rawson,765,765
2014-09-30,54,Misiones,54042,Eldorado,594,594
2014-09-30,86,Santiago del Estero,86049,Capital,2481,2481
2014-09-30,90,Tucumán,90091,Simoca,1178,1178
2014-09-30,46,La Rioja,46014,Capital,1064,1064
2014-09-30,90,Tucumán,90063,Lules,974,974
2014-09-30,90,Tucumán,90014,Cruz Alta,2595,2595
2014-09-30,50,Mendoza,50007,Capital,557,557
2014-09-30,86,Santiago del Estero,86035,Banda,1,1
2014-09-30,90,Tucumán,90098,Tafí del Valle,1,1
2014-10-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",869,869
2014-10-31,06,Buenos Aires,06270,Ezeiza,721,721
2014-10-31,06,Buenos Aires,06028,Almirante Brown,1840,1840
2014-10-31,06,Buenos Aires,06252,Escobar,761,761
2014-10-31,06,Buenos Aires,06539,Merlo,1380,1380
2014-10-31,06,Buenos Aires,06035,Avellaneda,1147,1147
2014-10-31,06,Buenos Aires,06134,Cañuelas,314,314
2014-10-31,06,Buenos Aires,06245,Ensenada,361,361
2014-10-31,06,Buenos Aires,06091,Berazategui,1764,1764
2014-10-31,06,Buenos Aires,06329,General Las Heras,78,78
2014-10-31,06,Buenos Aires,06126,Campana,197,197
2014-10-31,06,Buenos Aires,06364,General Rodríguez,566,566
2014-10-31,06,Buenos Aires,06658,Quilmes,2189,2189
2014-10-31,06,Buenos Aires,06410,Ituzaingó,514,514
2014-10-31,06,Buenos Aires,06525,Marcos Paz,418,418
2014-10-31,06,Buenos Aires,06260,Esteban Echeverría,1079,1079
2014-10-31,06,Buenos Aires,06098,Berisso,730,730
2014-10-31,06,Buenos Aires,06412,José C. Paz,2014,2014
2014-10-31,06,Buenos Aires,06274,Florencio Varela,3026,3026
2014-10-31,06,Buenos Aires,06408,Hurlingham,573,573
2014-10-31,30,Entre Ríos,30098,Uruguay,1,1
2014-10-31,06,Buenos Aires,06638,Pilar,674,674
2014-10-31,06,Buenos Aires,06568,Morón,738,738
2014-10-31,06,Buenos Aires,06434,Lanús,1511,1511
2014-10-31,06,Buenos Aires,06648,Presidente Perón,808,808
2014-10-31,06,Buenos Aires,06532,Mercedes,145,145
2014-10-31,06,Buenos Aires,06371,General San Martín,1507,1507
2014-10-31,06,Buenos Aires,06441,La Plata,1378,1378
2014-10-31,54,Misiones,54042,Eldorado,564,564
2014-10-31,10,Catamarca,10049,Capital,975,975
2014-10-31,46,La Rioja,46014,Capital,1139,1139
2014-10-31,06,Buenos Aires,06515,Malvinas Argentinas,1043,1043
2014-10-31,18,Corrientes,18021,Capital,3095,3095
2014-10-31,06,Buenos Aires,06749,San Fernando,436,436
2014-10-31,06,Buenos Aires,06427,La Matanza,5504,5504
2014-10-31,06,Buenos Aires,06497,Luján,251,251
2014-10-31,90,Tucumán,90014,Cruz Alta,2410,2410
2014-10-31,30,Entre Ríos,30015,Concordia,1,1
2014-10-31,66,Salta,66028,Capital,4593,4593
2014-10-31,06,Buenos Aires,06778,San Vicente,661,661
2014-10-31,74,San Luis,74056,Juan Martín Pueyrredón,996,996
2014-10-31,06,Buenos Aires,06760,San Miguel,1406,1406
2014-10-31,06,Buenos Aires,06490,Lomas de Zamora,2532,2532
2014-10-31,22,Chaco,22077,Libertad,19,19
2014-10-31,70,San Juan,70028,Capital,197,197
2014-10-31,70,San Juan,70098,Santa Lucía,186,186
2014-10-31,06,Buenos Aires,06560,Moreno,2973,2973
2014-10-31,06,Buenos Aires,06805,Tigre,957,957
2014-10-31,06,Buenos Aires,06840,Tres de Febrero,755,755
2014-10-31,22,Chaco,22140,San Fernando,2316,2316
2014-10-31,30,Entre Ríos,30084,Paraná,1676,1676
2014-10-31,90,Tucumán,90063,Lules,897,897
2014-10-31,50,Mendoza,50007,Capital,558,558
2014-10-31,50,Mendoza,50098,San Martín,710,710
2014-10-31,70,San Juan,70084,Rivadavia,206,206
2014-10-31,06,Buenos Aires,06882,Zárate,303,303
2014-10-31,86,Santiago del Estero,86049,Capital,2619,2619
2014-10-31,54,Misiones,54028,Capital,1658,1658
2014-10-31,90,Tucumán,90105,Tafí Viejo,1769,1769
2014-10-31,70,San Juan,70077,Rawson,784,784
2014-10-31,34,Formosa,34014,Formosa,1233,1233
2014-10-31,90,Tucumán,90084,Capital,6564,6564
2014-10-31,70,San Juan,70042,Chimbas,634,634
2014-10-31,90,Tucumán,90091,Simoca,1091,1091
2014-11-30,06,Buenos Aires,06035,Avellaneda,1165,1154
2014-11-30,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",995,969
2014-11-30,06,Buenos Aires,06134,Cañuelas,314,314
2014-11-30,06,Buenos Aires,06408,Hurlingham,628,628
2014-11-30,06,Buenos Aires,06126,Campana,197,197
2014-11-30,06,Buenos Aires,06098,Berisso,733,733
2014-11-30,06,Buenos Aires,06028,Almirante Brown,1843,1816
2014-11-30,06,Buenos Aires,06245,Ensenada,361,361
2014-11-30,06,Buenos Aires,06260,Esteban Echeverría,1088,1088
2014-11-30,06,Buenos Aires,06539,Merlo,1389,1389
2014-11-30,06,Buenos Aires,06274,Florencio Varela,2997,2974
2014-11-30,06,Buenos Aires,06434,Lanús,1492,1484
2014-11-30,06,Buenos Aires,06329,General Las Heras,78,78
2014-11-30,06,Buenos Aires,06515,Malvinas Argentinas,1061,1060
2014-11-30,06,Buenos Aires,06091,Berazategui,1768,1767
2014-11-30,06,Buenos Aires,06252,Escobar,765,765
2014-11-30,06,Buenos Aires,06270,Ezeiza,731,731
2014-11-30,18,Corrientes,18021,Capital,3096,3096
2014-11-30,06,Buenos Aires,06357,General Pueyrredón,1,1
2014-11-30,06,Buenos Aires,06497,Luján,256,256
2014-11-30,06,Buenos Aires,06532,Mercedes,146,146
2014-11-30,06,Buenos Aires,06568,Morón,743,743
2014-11-30,06,Buenos Aires,06427,La Matanza,5604,5593
2014-11-30,06,Buenos Aires,06364,General Rodríguez,573,573
2014-11-30,06,Buenos Aires,06410,Ituzaingó,519,519
2014-11-30,30,Entre Ríos,30084,Paraná,1680,1680
2014-11-30,06,Buenos Aires,06371,General San Martín,1536,1536
2014-11-30,06,Buenos Aires,06778,San Vicente,680,676
2014-11-30,06,Buenos Aires,06749,San Fernando,438,437
2014-11-30,06,Buenos Aires,06648,Presidente Perón,827,827
2014-11-30,06,Buenos Aires,06525,Marcos Paz,421,421
2014-11-30,06,Buenos Aires,06441,La Plata,1401,1401
2014-11-30,06,Buenos Aires,06412,José C. Paz,2063,2061
2014-11-30,90,Tucumán,90063,Lules,918,918
2014-11-30,06,Buenos Aires,06490,Lomas de Zamora,2534,2506
2014-11-30,06,Buenos Aires,06805,Tigre,965,965
2014-11-30,06,Buenos Aires,06760,San Miguel,1427,1417
2014-11-30,06,Buenos Aires,06658,Quilmes,2187,2179
2014-11-30,06,Buenos Aires,06560,Moreno,2991,2990
2014-11-30,06,Buenos Aires,06882,Zárate,305,305
2014-11-30,46,La Rioja,46014,Capital,1146,1146
2014-11-30,90,Tucumán,90105,Tafí Viejo,1793,1793
2014-11-30,06,Buenos Aires,06840,Tres de Febrero,767,765
2014-11-30,30,Entre Ríos,30015,Concordia,1,1
2014-11-30,10,Catamarca,10049,Capital,977,977
2014-11-30,30,Entre Ríos,30098,Uruguay,1,1
2014-11-30,06,Buenos Aires,06638,Pilar,681,681
2014-11-30,22,Chaco,22077,Libertad,19,19
2014-11-30,50,Mendoza,50035,Junín,1,1
2014-11-30,34,Formosa,34014,Formosa,1238,1238
2014-11-30,70,San Juan,70084,Rivadavia,207,207
2014-11-30,70,San Juan,70042,Chimbas,646,646
2014-11-30,22,Chaco,22140,San Fernando,2328,2328
2014-11-30,54,Misiones,54042,Eldorado,564,564
2014-11-30,50,Mendoza,50007,Capital,564,564
2014-11-30,90,Tucumán,90014,Cruz Alta,2468,2468
2014-11-30,50,Mendoza,50098,San Martín,714,714
2014-11-30,74,San Luis,74056,Juan Martín Pueyrredón,996,996
2014-11-30,70,San Juan,70028,Capital,199,199
2014-11-30,54,Misiones,54028,Capital,1660,1660
2014-11-30,86,Santiago del Estero,86049,Capital,2625,2625
2014-11-30,66,Salta,66028,Capital,4595,4595
2014-11-30,70,San Juan,70077,Rawson,789,789
2014-11-30,70,San Juan,70098,Santa Lucía,188,188
2014-11-30,90,Tucumán,90084,Capital,6735,6735
2014-11-30,90,Tucumán,90091,Simoca,1105,1105
2014-12-31,06,Buenos Aires,06134,Cañuelas,318,318
2014-12-31,06,Buenos Aires,06252,Escobar,762,762
2014-12-31,06,Buenos Aires,06028,Almirante Brown,1838,1827
2014-12-31,06,Buenos Aires,06126,Campana,198,198
2014-12-31,06,Buenos Aires,06274,Florencio Varela,2992,2978
2014-12-31,06,Buenos Aires,06035,Avellaneda,1165,1148
2014-12-31,06,Buenos Aires,06245,Ensenada,361,361
2014-12-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1042,1033
2014-12-31,06,Buenos Aires,06490,Lomas de Zamora,2541,2528
2014-12-31,06,Buenos Aires,06364,General Rodríguez,574,574
2014-12-31,06,Buenos Aires,06260,Esteban Echeverría,1098,1098
2014-12-31,06,Buenos Aires,06497,Luján,252,252
2014-12-31,06,Buenos Aires,06371,General San Martín,1535,1535
2014-12-31,06,Buenos Aires,06098,Berisso,736,736
2014-12-31,06,Buenos Aires,06532,Mercedes,146,146
2014-12-31,06,Buenos Aires,06091,Berazategui,1764,1763
2014-12-31,06,Buenos Aires,06648,Presidente Perón,830,830
2014-12-31,06,Buenos Aires,06441,La Plata,1393,1393
2014-12-31,06,Buenos Aires,06270,Ezeiza,730,730
2014-12-31,06,Buenos Aires,06568,Morón,740,740
2014-12-31,06,Buenos Aires,06427,La Matanza,5587,5587
2014-12-31,06,Buenos Aires,06410,Ituzaingó,518,518
2014-12-31,06,Buenos Aires,06749,San Fernando,434,434
2014-12-31,06,Buenos Aires,06357,General Pueyrredón,1,1
2014-12-31,06,Buenos Aires,06840,Tres de Febrero,754,754
2014-12-31,22,Chaco,22077,Libertad,19,19
2014-12-31,06,Buenos Aires,06329,General Las Heras,80,80
2014-12-31,06,Buenos Aires,06778,San Vicente,677,677
2014-12-31,06,Buenos Aires,06638,Pilar,688,688
2014-12-31,06,Buenos Aires,06515,Malvinas Argentinas,1064,1063
2014-12-31,06,Buenos Aires,06760,San Miguel,1416,1406
2014-12-31,06,Buenos Aires,06525,Marcos Paz,419,419
2014-12-31,18,Corrientes,18021,Capital,3087,3087
2014-12-31,30,Entre Ríos,30015,Concordia,1,1
2014-12-31,06,Buenos Aires,06408,Hurlingham,629,629
2014-12-31,30,Entre Ríos,30098,Uruguay,1,1
2014-12-31,06,Buenos Aires,06658,Quilmes,2194,2187
2014-12-31,34,Formosa,34014,Formosa,1241,1241
2014-12-31,10,Catamarca,10049,Capital,964,964
2014-12-31,06,Buenos Aires,06539,Merlo,1385,1385
2014-12-31,66,Salta,66028,Capital,4559,4559
2014-12-31,50,Mendoza,50098,San Martín,706,706
2014-12-31,06,Buenos Aires,06412,José C. Paz,2061,2060
2014-12-31,54,Misiones,54042,Eldorado,564,564
2014-12-31,70,San Juan,70084,Rivadavia,207,207
2014-12-31,50,Mendoza,50035,Junín,1,1
2014-12-31,22,Chaco,22140,San Fernando,2320,2320
2014-12-31,06,Buenos Aires,06805,Tigre,962,962
2014-12-31,74,San Luis,74056,Juan Martín Pueyrredón,989,989
2014-12-31,90,Tucumán,90014,Cruz Alta,2492,2492
2014-12-31,06,Buenos Aires,06434,Lanús,1496,1491
2014-12-31,06,Buenos Aires,06882,Zárate,304,304
2014-12-31,86,Santiago del Estero,86049,Capital,2621,2621
2014-12-31,70,San Juan,70042,Chimbas,645,645
2014-12-31,70,San Juan,70077,Rawson,793,793
2014-12-31,70,San Juan,70028,Capital,198,198
2014-12-31,90,Tucumán,90105,Tafí Viejo,1819,1819
2014-12-31,70,San Juan,70098,Santa Lucía,188,188
2014-12-31,06,Buenos Aires,06560,Moreno,2993,2993
2014-12-31,90,Tucumán,90091,Simoca,1115,1115
2014-12-31,90,Tucumán,90084,Capital,6833,6833
2014-12-31,30,Entre Ríos,30084,Paraná,1672,1672
2014-12-31,46,La Rioja,46014,Capital,1140,1140
2014-12-31,50,Mendoza,50007,Capital,560,560
2014-12-31,54,Misiones,54028,Capital,1666,1666
2014-12-31,90,Tucumán,90063,Lules,927,927
2015-01-31,06,Buenos Aires,06245,Ensenada,337,337
2015-01-31,06,Buenos Aires,06270,Ezeiza,703,703
2015-01-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1046,1046
2015-01-31,06,Buenos Aires,06126,Campana,176,176
2015-01-31,06,Buenos Aires,06028,Almirante Brown,1780,1780
2015-01-31,06,Buenos Aires,06035,Avellaneda,1102,1102
2015-01-31,06,Buenos Aires,06357,General Pueyrredón,1,1
2015-01-31,06,Buenos Aires,06134,Cañuelas,301,301
2015-01-31,06,Buenos Aires,06434,Lanús,1445,1445
2015-01-31,06,Buenos Aires,06329,General Las Heras,74,74
2015-01-31,06,Buenos Aires,06091,Berazategui,1657,1657
2015-01-31,06,Buenos Aires,06252,Escobar,729,729
2015-01-31,06,Buenos Aires,06274,Florencio Varela,2910,2910
2015-01-31,06,Buenos Aires,06098,Berisso,714,714
2015-01-31,06,Buenos Aires,06412,José C. Paz,1916,1916
2015-01-31,06,Buenos Aires,06260,Esteban Echeverría,1049,1049
2015-01-31,06,Buenos Aires,06515,Malvinas Argentinas,1019,1019
2015-01-31,06,Buenos Aires,06532,Mercedes,130,130
2015-01-31,06,Buenos Aires,06638,Pilar,652,652
2015-01-31,06,Buenos Aires,06371,General San Martín,1484,1484
2015-01-31,06,Buenos Aires,06364,General Rodríguez,517,517
2015-01-31,06,Buenos Aires,06410,Ituzaingó,496,496
2015-01-31,06,Buenos Aires,06658,Quilmes,2105,2105
2015-01-31,06,Buenos Aires,06525,Marcos Paz,412,412
2015-01-31,06,Buenos Aires,06568,Morón,727,727
2015-01-31,06,Buenos Aires,06539,Merlo,1184,1184
2015-01-31,06,Buenos Aires,06648,Presidente Perón,803,803
2015-01-31,06,Buenos Aires,06427,La Matanza,5340,5340
2015-01-31,06,Buenos Aires,06408,Hurlingham,605,605
2015-01-31,10,Catamarca,10049,Capital,965,965
2015-01-31,06,Buenos Aires,06749,San Fernando,412,412
2015-01-31,06,Buenos Aires,06778,San Vicente,643,643
2015-01-31,34,Formosa,34014,Formosa,1242,1242
2015-01-31,22,Chaco,22140,San Fernando,2323,2323
2015-01-31,18,Corrientes,18021,Capital,3088,3088
2015-01-31,06,Buenos Aires,06441,La Plata,1293,1293
2015-01-31,06,Buenos Aires,06560,Moreno,2868,2868
2015-01-31,30,Entre Ríos,30015,Concordia,1,1
2015-01-31,06,Buenos Aires,06760,San Miguel,1382,1382
2015-01-31,06,Buenos Aires,06805,Tigre,922,922
2015-01-31,54,Misiones,54042,Eldorado,562,562
2015-01-31,30,Entre Ríos,30098,Uruguay,1,1
2015-01-31,74,San Luis,74056,Juan Martín Pueyrredón,989,989
2015-01-31,06,Buenos Aires,06490,Lomas de Zamora,3256,3256
2015-01-31,22,Chaco,22077,Libertad,19,19
2015-01-31,70,San Juan,70098,Santa Lucía,189,189
2015-01-31,54,Misiones,54028,Capital,1688,1688
2015-01-31,06,Buenos Aires,06882,Zárate,287,287
2015-01-31,70,San Juan,70042,Chimbas,647,647
2015-01-31,50,Mendoza,50098,San Martín,707,707
2015-01-31,90,Tucumán,90084,Capital,6850,6850
2015-01-31,06,Buenos Aires,06497,Luján,224,224
2015-01-31,30,Entre Ríos,30084,Paraná,1673,1673
2015-01-31,70,San Juan,70077,Rawson,792,792
2015-01-31,50,Mendoza,50007,Capital,560,560
2015-01-31,46,La Rioja,46014,Capital,1136,1136
2015-01-31,86,Santiago del Estero,86049,Capital,2624,2624
2015-01-31,90,Tucumán,90014,Cruz Alta,2501,2501
2015-01-31,90,Tucumán,90063,Lules,929,929
2015-01-31,06,Buenos Aires,06840,Tres de Febrero,724,724
2015-01-31,90,Tucumán,90105,Tafí Viejo,1826,1826
2015-01-31,50,Mendoza,50035,Junín,1,1
2015-01-31,70,San Juan,70084,Rivadavia,207,207
2015-01-31,66,Salta,66028,Capital,4561,4561
2015-01-31,70,San Juan,70028,Capital,199,199
2015-01-31,90,Tucumán,90091,Simoca,1122,1122
2015-02-28,06,Buenos Aires,06260,Esteban Echeverría,1059,1059
2015-02-28,06,Buenos Aires,06028,Almirante Brown,1819,1819
2015-02-28,06,Buenos Aires,06274,Florencio Varela,2985,2985
2015-02-28,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1093,1093
2015-02-28,06,Buenos Aires,06515,Malvinas Argentinas,1032,1032
2015-02-28,06,Buenos Aires,06035,Avellaneda,1137,1137
2015-02-28,06,Buenos Aires,06245,Ensenada,335,335
2015-02-28,06,Buenos Aires,06252,Escobar,730,730
2015-02-28,06,Buenos Aires,06408,Hurlingham,608,608
2015-02-28,06,Buenos Aires,06126,Campana,177,177
2015-02-28,06,Buenos Aires,06364,General Rodríguez,527,527
2015-02-28,06,Buenos Aires,06091,Berazategui,1699,1699
2015-02-28,06,Buenos Aires,06648,Presidente Perón,817,817
2015-02-28,06,Buenos Aires,06098,Berisso,717,717
2015-02-28,06,Buenos Aires,06532,Mercedes,134,134
2015-02-28,06,Buenos Aires,06357,General Pueyrredón,1,1
2015-02-28,06,Buenos Aires,06412,José C. Paz,1937,1937
2015-02-28,06,Buenos Aires,06270,Ezeiza,709,709
2015-02-28,06,Buenos Aires,06638,Pilar,656,656
2015-02-28,06,Buenos Aires,06525,Marcos Paz,415,415
2015-02-28,18,Corrientes,18021,Capital,3092,3092
2015-02-28,06,Buenos Aires,06134,Cañuelas,305,305
2015-02-28,10,Catamarca,10049,Capital,966,966
2015-02-28,06,Buenos Aires,06371,General San Martín,1504,1504
2015-02-28,06,Buenos Aires,06434,Lanús,1488,1488
2015-02-28,06,Buenos Aires,06329,General Las Heras,76,76
2015-02-28,22,Chaco,22077,Libertad,19,19
2015-02-28,06,Buenos Aires,06539,Merlo,1228,1228
2015-02-28,34,Formosa,34014,Formosa,1245,1245
2015-02-28,06,Buenos Aires,06410,Ituzaingó,497,497
2015-02-28,22,Chaco,22140,San Fernando,2329,2329
2015-02-28,06,Buenos Aires,06427,La Matanza,5455,5455
2015-02-28,06,Buenos Aires,06497,Luján,229,229
2015-02-28,06,Buenos Aires,06560,Moreno,2946,2946
2015-02-28,30,Entre Ríos,30015,Concordia,1,1
2015-02-28,06,Buenos Aires,06805,Tigre,926,926
2015-02-28,50,Mendoza,50035,Junín,1,1
2015-02-28,06,Buenos Aires,06568,Morón,729,729
2015-02-28,70,San Juan,70077,Rawson,792,792
2015-02-28,06,Buenos Aires,06441,La Plata,1225,1225
2015-02-28,06,Buenos Aires,06749,San Fernando,425,425
2015-02-28,30,Entre Ríos,30084,Paraná,1689,1689
2015-02-28,50,Mendoza,50098,San Martín,707,707
2015-02-28,06,Buenos Aires,06882,Zárate,288,288
2015-02-28,70,San Juan,70042,Chimbas,648,648
2015-02-28,66,Salta,66028,Capital,4388,4388
2015-02-28,86,Santiago del Estero,86049,Capital,2625,2625
2015-02-28,06,Buenos Aires,06490,Lomas de Zamora,3341,3341
2015-02-28,06,Buenos Aires,06760,San Miguel,1423,1423
2015-02-28,30,Entre Ríos,30098,Uruguay,1,1
2015-02-28,90,Tucumán,90084,Capital,6872,6872
2015-02-28,70,San Juan,70028,Capital,199,199
2015-02-28,74,San Luis,74056,Juan Martín Pueyrredón,989,989
2015-02-28,70,San Juan,70098,Santa Lucía,189,189
2015-02-28,06,Buenos Aires,06778,San Vicente,659,659
2015-02-28,06,Buenos Aires,06658,Quilmes,2125,2125
2015-02-28,90,Tucumán,90091,Simoca,1121,1121
2015-02-28,46,La Rioja,46014,Capital,1142,1142
